2020/04/05 17:26:52.736	gaty fs	9ｐアンコか	
2020/04/05 17:26:56.434	Jジェイ	トイツ！！！？？？	
2020/04/05 17:26:57.639	mother ship	なにこれ	
2020/04/05 17:26:57.927	ヴァンキッシュおじ	激アツ	
2020/04/05 17:27:00.221	くろしば	いいねぇ	
2020/04/05 17:27:00.427	トリフネ	毎回オーラス熱すぎる	
2020/04/05 17:27:00.949	ばどらっく	3倍満ツモ以上はやっぱドギツい	
2020/04/05 17:27:02.812	うれいし	配牌つっよ	
2020/04/05 17:27:04.623	テーク	配牌ｓごい	
2020/04/05 17:27:05.097	いざよいさくや	！？	
2020/04/05 17:27:05.043	ろっきー	ナベアツてｗ	
2020/04/05 17:27:05.349	raizoらいぞう	ドラ	
2020/04/05 17:27:05.427	MiZKi	８ｍ？	
2020/04/05 17:27:05.431	ほわちゃん	鳴けないけど，好配牌，なぜこれで興奮しない日吉さんｗ	
2020/04/05 17:27:06.931	ひっきー	今回は本当に凄い	
2020/04/05 17:27:08.001	やまP	トップ取りだから自分で決めるしかない	
2020/04/05 17:27:08.431	くろしば	ドラドラだ	
2020/04/05 17:27:09.506	レモン	綺麗！	
2020/04/05 17:27:09.728	やあけ	新井さん強いか	
2020/04/05 17:27:09.953	雨宮恵	何これ	
2020/04/05 17:27:11.002	司令_つかされい	新井強い	
2020/04/05 17:27:11.146	ザッハトルテ。	つよい	
2020/04/05 17:27:11.288	暁宵	なんだこれ	
2020/04/05 17:27:12.572	raizoらいぞう	ドラ2だが重い	
2020/04/05 17:27:13.787	バルビン	めちゃ重なってる	
2020/04/05 17:27:14.263	サナ	！？	
2020/04/05 17:27:14.719	sルーク	日吉プロの実況で熱さ増してるね	
2020/04/05 17:27:15.021	rapid eye rabbit	すごいな	
2020/04/05 17:27:16.104	琵琶丸	倍自摸か三倍満って地獄すぎる条件	
2020/04/05 17:27:19.773	FJK エンタメ	新井の配牌	
2020/04/05 17:27:20.353	いざよいさくや	やば	
2020/04/05 17:27:24.004	唐揚げ大好き	重いなー	
2020/04/05 17:27:27.326	vanishinggift	条件はクリアしてる	
2020/04/05 17:27:30.033	いざよいさくや	主人公力	
2020/04/05 17:27:30.858	司令_つかされい	谷井も良き	
2020/04/05 17:27:34.143	天城久秀	マンツモ条件は随分緩和されましたね	
2020/04/05 17:27:34.289	うれいし	阿賀さんも速度はあるけど…	
